first_approval,molecule_chembl_id,molecule_type,pref_name,smiles
1979.0,CHEMBL1043,Small molecule,DAPSONE,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
1964.0,CHEMBL1046,Small molecule,AMINOCAPROIC ACID,NCCCCCC(=O)O
1977.0,CHEMBL311498,Small molecule,CIANIDANOL,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
1996.0,CHEMBL1051,Small molecule,LATANOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
1960.0,CHEMBL1054,Small molecule,TRICHLORMETHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
1960.0,CHEMBL1055,Small molecule,CHLORTHALIDONE,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
2004.0,CHEMBL1059,Small molecule,PREGABALIN,CC(C)C[C@H](CN)CC(=O)O
1957.0,CHEMBL1060,Small molecule,SODIUM PHOSPHATE,O=P([O-])([O-])O.[Na+].[Na+]
1991.0,CHEMBL1064,Small molecule,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
1991.0,CHEMBL83063,Small molecule,RITODRINE,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
2000.0,CHEMBL1068,Small molecule,OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
1996.0,CHEMBL1069,Small molecule,VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
1986.0,CHEMBL315838,Small molecule,ENCAINIDE,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1
1991.0,CHEMBL1070,Small molecule,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1
1992.0,CHEMBL1071,Small molecule,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
1955.0,CHEMBL86715,Small molecule,PROCYCLIDINE,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
1983.0,CHEMBL1072,Small molecule,BUMETANIDE,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
1984.0,CHEMBL1073,Small molecule,GLIPIZIDE,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
2020.0,CHEMBL87493,Small molecule,FENFLURAMINE,CCNC(C)Cc1cccc(C(F)(F)F)c1
1990.0,CHEMBL1075,Small molecule,MORICIZINE,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
2009.0,CHEMBL87992,Small molecule,ESLICARBAZEPINE ACETATE,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
1997.0,CHEMBL1077,Small molecule,BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
1996.0,CHEMBL1079,Small molecule,TIZANIDINE,Clc1ccc2nsnc2c1NC1=NCCN1
2009.0,CHEMBL89598,Small molecule,VIGABATRIN,C=CC(N)CCC(=O)O
1963.0,CHEMBL90555,Small molecule,VINCRISTINE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
1974.0,CHEMBL1082,Small molecule,AMOXICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
1992.0,CHEMBL313972,Small molecule,MASOPROCOL,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1
2010.0,CHEMBL314854,Small molecule,FINGOLIMOD,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
1961.0,CHEMBL1085,Small molecule,ACETOPHENAZINE,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
1982.0,CHEMBL1086,Small molecule,DIBUCAINE,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
1960.0,CHEMBL1087,Small molecule,MEPIVACAINE,Cc1cccc(C)c1NC(=O)C1CCCCN1C
1970.0,CHEMBL1088,Small molecule,MESORIDAZINE,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21
1961.0,CHEMBL1089,Small molecule,PHENELZINE,NNCCc1ccccc1
1976.0,CHEMBL1090,Small molecule,VIDARABINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
2016.0,CHEMBL90593,Small molecule,PRASTERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
1951.0,CHEMBL1091,Small molecule,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
1949.0,CHEMBL1092,Small molecule,TRIHEXYPHENIDYL HYDROCHLORIDE,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
2000.0,CHEMBL1093,Small molecule,ARTICAINE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
1993.0,CHEMBL1094,Small molecule,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1
1957.0,CHEMBL1095,Small molecule,ETHOTOIN,CCN1C(=O)NC(c2ccccc2)C1=O
1996.0,CHEMBL1096,Small molecule,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
1972.0,CHEMBL1098,Small molecule,BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
2011.0,CHEMBL93268,Small molecule,SODIUM NITRITE,O=N[O-].[Na+]
1949.0,CHEMBL1100,Small molecule,PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O
1959.0,CHEMBL1101,Small molecule,BIPERIDEN,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
1976.0,CHEMBL1102,Small molecule,GLUTETHIMIDE,CCC1(c2ccccc2)CCC(=O)NC1=O
1958.0,CHEMBL1103,Small molecule,FURAZOLIDONE,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
1951.0,CHEMBL1104,Small molecule,EDROPHONIUM,CC[N+](C)(C)c1cccc(O)c1
2003.0,CHEMBL1106,Small molecule,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12
1992.0,CHEMBL1107,Small molecule,HALOFANTRINE,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
1970.0,CHEMBL1108,Small molecule,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
1982.0,CHEMBL1109,Small molecule,SULFAPHENAZOLE,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
2000.0,CHEMBL1110,Small molecule,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
2007.0,CHEMBL1111,Small molecule,AMBRISENTAN,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O
2002.0,CHEMBL1112,Small molecule,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
1980.0,CHEMBL1113,Small molecule,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
1955.0,CHEMBL1115,Small molecule,PYRIDOSTIGMINE,CN(C)C(=O)Oc1ccc[n+](C)c1
1997.0,CHEMBL1116,Small molecule,RALOXIFENE HYDROCHLORIDE,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
1990.0,CHEMBL1117,Small molecule,IDARUBICIN,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
1996.0,CHEMBL95889,Small molecule,BETAINE,C[N+](C)(C)CC(=O)O
2008.0,CHEMBL1118,Small molecule,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
2008.0,CHEMBL317052,Small molecule,REGADENOSON,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
2013.0,CHEMBL99946,Small molecule,LEVOMILNACIPRAN,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
1967.0,CHEMBL100116,Small molecule,PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
1950.0,CHEMBL1123,Small molecule,DICYCLOMINE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
1988.0,CHEMBL1126,Small molecule,PENICILLIN G SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+]
1951.0,CHEMBL1128,Small molecule,EDROPHONIUM CHLORIDE,CC[N+](C)(C)c1cccc(O)c1.[Cl-]
1980.0,CHEMBL1129,Small molecule,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
1996.0,CHEMBL1131,Small molecule,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
1975.0,CHEMBL1133,Small molecule,OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
1982.0,CHEMBL1134,Small molecule,DECAMETHONIUM BROMIDE,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]
2004.0,CHEMBL1136,Small molecule,TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
2002.0,CHEMBL1138,Small molecule,EZETIMIBE,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
1995.0,CHEMBL1139,Small molecule,EPOPROSTENOL,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O
2018.0,CHEMBL110458,Small molecule,MIGALASTAT,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
2008.0,CHEMBL108545,Small molecule,METHYL SALICYLATE,COC(=O)c1ccccc1O
1979.0,CHEMBL1141,Small molecule,POTASSIUM IODIDE,[I-].[K+]
1991.0,CHEMBL1144,Small molecule,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
1993.0,CHEMBL1148,Small molecule,TORSEMIDE,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
1985.0,CHEMBL1149,Small molecule,LEVOCARNITINE,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
1955.0,CHEMBL1152,Small molecule,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
1973.0,CHEMBL113178,Small molecule,SELENOMETHIONINE,C[Se]CC[C@H](N)C(=O)O
2003.0,CHEMBL325041,Small molecule,BORTEZOMIB,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
1989.0,CHEMBL1159,Small molecule,PINACIDIL,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C
1987.0,CHEMBL1161,Small molecule,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
1962.0,CHEMBL1162,Small molecule,NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
2003.0,CHEMBL1163,Small molecule,ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
1995.0,CHEMBL1165,Small molecule,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
2000.0,CHEMBL1166,Small molecule,ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1
1971.0,CHEMBL1167,Small molecule,SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O
1991.0,CHEMBL1168,Small molecule,RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
1987.0,CHEMBL419213,Small molecule,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
1950.0,CHEMBL1169,Small molecule,AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1
1974.0,CHEMBL1170,Small molecule,TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
2018.0,CHEMBL117287,Small molecule,PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
2001.0,CHEMBL1172,Small molecule,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
2004.0,CHEMBL1175,Small molecule,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
1975.0,CHEMBL1177,Small molecule,PEMOLINE,NC1=NC(=O)C(c2ccccc2)O1
2008.0,CHEMBL117785,Small molecule,TETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
2017.0,CHEMBL71595,Small molecule,HYDROGEN PEROXIDE,OO
1973.0,CHEMBL1184,Small molecule,ACETYLCHOLINE CHLORIDE,CC(=O)OCC[N+](C)(C)C.[Cl-]
1997.0,CHEMBL1185,Small molecule,ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
1982.0,CHEMBL1190,Small molecule,DECAMETHONIUM,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
1945.0,CHEMBL339427,Small molecule,TUBOCURARINE,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C
1953.0,CHEMBL1191,Small molecule,SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
1994.0,CHEMBL1193,Small molecule,PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1
1965.0,CHEMBL1194,Small molecule,PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C
1982.0,CHEMBL1195,Small molecule,PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
1953.0,CHEMBL1196,Small molecule,PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
1982.0,CHEMBL1197,Small molecule,HEXYLCAINE,CC(CNC1CCCCC1)OC(=O)c1ccccc1
1976.0,CHEMBL1198,Small molecule,PRAMOXINE,CCCCOc1ccc(OCCCN2CCOCC2)cc1
1982.0,CHEMBL1200,Small molecule,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
1967.0,CHEMBL1201,Small molecule,THIOTHIXENE,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
1987.0,CHEMBL1202,Small molecule,CIPROFLOXACIN HYDROCHLORIDE,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
1997.0,CHEMBL1205,Small molecule,NELFINAVIR MESYLATE,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
1982.0,CHEMBL1206,Small molecule,ETHOPROPAZINE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
1980.0,CHEMBL1208,Small molecule,CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
2015.0,CHEMBL334966,Small molecule,CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O
1982.0,CHEMBL340978,Small molecule,BENOXAPROFEN,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
1952.0,CHEMBL1215,Small molecule,PHENYLEPHRINE,CNC[C@H](O)c1cccc(O)c1
2005.0,CHEMBL1218,Small molecule,RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
1999.0,CHEMBL1219,Small molecule,RABEPRAZOLE,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
2004.0,CHEMBL1220,Small molecule,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
1985.0,CHEMBL1221,Small molecule,SULCONAZOLE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
1947.0,CHEMBL1223,Small molecule,PENICILLIN G POTASSIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]
1994.0,CHEMBL1224,Small molecule,ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
2009.0,CHEMBL344159,Small molecule,TOLVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
1960.0,CHEMBL1228,Small molecule,OXYPHENBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
1999.0,CHEMBL1229,Small molecule,OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
2014.0,CHEMBL139367,Small molecule,PERAMIVIR,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
1975.0,CHEMBL1231,Small molecule,OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
2001.0,CHEMBL1232,Small molecule,ERTAPENEM SODIUM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+]
1959.0,CHEMBL1233,Small molecule,CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
1968.0,CHEMBL1234,Small molecule,DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
1987.0,CHEMBL1237,Small molecule,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
1995.0,CHEMBL1238,Small molecule,AZELAIC ACID,O=C(O)CCCCCCCC(=O)O
1976.0,CHEMBL1239,Small molecule,BENZYL BENZOATE,O=C(OCc1ccccc1)c1ccccc1
1953.0,CHEMBL1240,Small molecule,PROPANTHELINE BROMIDE,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]
1948.0,CHEMBL1241,Small molecule,TRIPELENNAMINE,CN(C)CCN(Cc1ccccc1)c1ccccn1
1987.0,CHEMBL1242,Small molecule,PHENAZOPYRIDINE,Nc1ccc(/N=N/c2ccccc2)c(N)n1
1945.0,CHEMBL1243,Small molecule,SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
1982.0,CHEMBL1245,Small molecule,TRIMETHAPHAN CAMSYLATE,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
1979.0,CHEMBL1256,Small molecule,ISOFLURANE,FC(F)OC(Cl)C(F)(F)F
2015.0,CHEMBL142438,Small molecule,NITROGEN,N#N
1972.0,CHEMBL1257,Small molecule,ENFLURANE,FC(F)OC(F)(F)C(F)Cl
1982.0,CHEMBL1259,Small molecule,METOCURINE,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
1982.0,CHEMBL1261,Small molecule,CITRIC ACID,O=C(O)CC(O)(CC(=O)O)C(=O)O
1988.0,CHEMBL1262,Small molecule,OXICONAZOLE,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
1994.0,CHEMBL1263,Small molecule,SALMETEROL,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
1996.0,CHEMBL1265,Small molecule,ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
1979.0,CHEMBL1266,Small molecule,TETRAHYDROZOLINE,c1ccc2c(c1)CCCC2C1=NCCN1
1982.0,CHEMBL1271,Small molecule,PENTOLINIUM,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
1997.0,CHEMBL1272,Small molecule,REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
1996.0,CHEMBL1274,Small molecule,NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
1988.0,CHEMBL1275,Small molecule,PERGOLIDE MESYLATE,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
1998.0,CHEMBL1278,Small molecule,NARATRIPTAN,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
2001.0,CHEMBL1279,Small molecule,FROVATRIPTAN,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
1981.0,CHEMBL1280,Small molecule,VERAPAMIL HYDROCHLORIDE,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
1997.0,CHEMBL1282,Small molecule,IMIQUIMOD,CC(C)Cn1cnc2c(N)nc3ccccc3c21
1999.0,CHEMBL1286,Small molecule,LEVETIRACETAM,CC[C@@H](C(N)=O)N1CCCC1=O
1982.0,CHEMBL1289,Small molecule,HALOPROGIN,Clc1cc(Cl)c(OCC#CI)cc1Cl
1987.0,CHEMBL1290,Small molecule,PENBUTOLOL,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
1989.0,CHEMBL1291,Small molecule,METIPRANOLOL,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
1986.0,CHEMBL1292,Small molecule,CLOFAZIMINE,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
1950.0,CHEMBL1294,Small molecule,QUINIDINE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
1985.0,CHEMBL1295,Small molecule,BUTOCONAZOLE,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
1988.0,CHEMBL1296,Small molecule,CEFOTIAM,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
1976.0,CHEMBL1297,Small molecule,FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
1981.0,CHEMBL157101,Small molecule,KETOCONAZOLE,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
2005.0,CHEMBL170,Small molecule,QUININE,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
1953.0,CHEMBL1301,Small molecule,HYDROXYSTILBAMIDINE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1
2007.0,CHEMBL1303,Small molecule,ROTIGOTINE,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
1994.0,CHEMBL1305,Small molecule,ANTAZOLINE,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
1987.0,CHEMBL1306,Small molecule,TERCONAZOLE,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
1997.0,CHEMBL1308,Small molecule,FOMEPIZOLE,Cc1cn[nH]c1
1991.0,CHEMBL1311,Small molecule,ISOSORBIDE MONONITRATE,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
1988.0,CHEMBL1314,Small molecule,TIOPRONIN,CC(S)C(=O)NCC(=O)O
1987.0,CHEMBL1316,Small molecule,CARPROFEN,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
1969.0,CHEMBL1321,Small molecule,PROCARBAZINE,CNNCc1ccc(C(=O)NC(C)C)cc1
2006.0,CHEMBL1323,Small molecule,DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
1998.0,CHEMBL1324,Small molecule,TOLCAPONE,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
1974.0,CHEMBL1328,Small molecule,PENTAGASTRIN,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
2005.0,CHEMBL1336,Small molecule,SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
2000.0,CHEMBL168815,Small molecule,CEVIMELINE,CC1OC2(CS1)CN1CCC2CC1
2002.0,CHEMBL1337,Small molecule,NITISINONE,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
